gene_id	go_id
Potri.005G032800	GO:0005515
Potri.005G032800	GO:0016702
Potri.005G032800	GO:0046872
Potri.005G032800	GO:0055114
Potri.005G033000	GO:0008270
Potri.005G033400	GO:0004672
Potri.005G033400	GO:0005524
Potri.005G033400	GO:0006468
Potri.005G033500	GO:0016757
Potri.005G033700	GO:0005525
Potri.005G033700	GO:0007264
Potri.005G033900	GO:0016020
Potri.005G034500	GO:0005506
Potri.005G034500	GO:0016705
Potri.005G034500	GO:0020037
Potri.005G034500	GO:0055114
Potri.005G034600	GO:0004496
Potri.005G034600	GO:0005524
Potri.005G034600	GO:0005737
Potri.005G034600	GO:0008299
Potri.005G034700	GO:0043531
Potri.005G034800	GO:0046872
Potri.005G034900	GO:0005524
Potri.005G035200	GO:0005506
Potri.005G035200	GO:0016705
Potri.005G035200	GO:0020037
Potri.005G035200	GO:0055114
Potri.005G035300	GO:0004496
Potri.005G035300	GO:0005524
Potri.005G035300	GO:0005737
Potri.005G035300	GO:0008299
Potri.005G035400	GO:0043531
Potri.005G035600	GO:0046872
Potri.005G035700	GO:0043531
Potri.005G036100	GO:0008152
Potri.005G036100	GO:0016758
Potri.005G036200	GO:0005787
Potri.005G036200	GO:0006465
Potri.005G036200	GO:0008233
Potri.005G036200	GO:0016021
Potri.005G036300	GO:0030001
Potri.005G036300	GO:0046872
Potri.005G036600	GO:0004672
Potri.005G036600	GO:0006468
Potri.005G036800	GO:0005515
Potri.005G036800	GO:0008270
Potri.005G037000	GO:0016021
Potri.005G037000	GO:0022857
Potri.005G037000	GO:0055085
Potri.005G037100	GO:0005506
Potri.005G037100	GO:0016705
Potri.005G037100	GO:0020037
Potri.005G037100	GO:0055114
Potri.005G037200	GO:0005506
Potri.005G037200	GO:0016705
Potri.005G037200	GO:0020037
Potri.005G037200	GO:0055114
Potri.005G037300	GO:0016021
Potri.005G037300	GO:0022857
Potri.005G037300	GO:0055085
Potri.005G037400	GO:0004672
Potri.005G037400	GO:0005515
Potri.005G037400	GO:0005524
Potri.005G037400	GO:0006468
Potri.005G037700	GO:0008381
Potri.005G037700	GO:0016021
Potri.005G037800	GO:0005515
Potri.005G038100	GO:0004363
Potri.005G038100	GO:0005524
Potri.005G038100	GO:0006750
Potri.005G038800	GO:0016788
Potri.005G038900	GO:0003777
Potri.005G038900	GO:0005524
Potri.005G038900	GO:0005871
Potri.005G038900	GO:0007018
Potri.005G038900	GO:0008017
Potri.005G039100	GO:0003824
Potri.005G039100	GO:0008152
Potri.005G039500	GO:0008152
Potri.005G039500	GO:0016491
Potri.005G039800	GO:0046983
Potri.005G039900	GO:0016021
Potri.005G039900	GO:0055085
Potri.005G040000	GO:0016021
Potri.005G040000	GO:0055085
Potri.005G040200	GO:0004672
Potri.005G040200	GO:0005524
Potri.005G040200	GO:0006468
Potri.005G040400	GO:0000160
Potri.005G040400	GO:0004871
Potri.005G040600	GO:0008152
Potri.005G040600	GO:0016787
Potri.005G040700	GO:0003677
Potri.005G040800	GO:0003677
Potri.005G041000	GO:0008270
Potri.005G041100	GO:0043531
Potri.005G041300	GO:0043531
Potri.005G041600	GO:0003735
Potri.005G041600	GO:0005622
Potri.005G041600	GO:0005840
Potri.005G041600	GO:0006412
Potri.005G042100	GO:0003735
Potri.005G042100	GO:0005622
Potri.005G042100	GO:0005840
Potri.005G042100	GO:0006412
Potri.005G042200	GO:0043531
Potri.005G042400	GO:0043531
Potri.005G042900	GO:0043531
Potri.005G043300	GO:0003855
Potri.005G043400	GO:0003855
Potri.005G043400	GO:0004764
Potri.005G043400	GO:0055114
Potri.005G043500	GO:0005515
Potri.005G044400	GO:0006801
Potri.005G044400	GO:0046872
Potri.005G044400	GO:0055114
Potri.005G044900	GO:0005789
Potri.005G045100	GO:0006812
Potri.005G045100	GO:0015299
Potri.005G045100	GO:0016021
Potri.005G045100	GO:0055085
Potri.005G045200	GO:0005515
Potri.005G045200	GO:0009058
Potri.005G045200	GO:0016779
Potri.005G045500	GO:0004672
Potri.005G045500	GO:0005524
Potri.005G045500	GO:0006468
Potri.005G045800	GO:0005506
Potri.005G045800	GO:0016705
Potri.005G045800	GO:0020037
Potri.005G045800	GO:0055114
Potri.005G045900	GO:0008168
Potri.005G046500	GO:0005515
Potri.005G046600	GO:0016747
Potri.005G046700	GO:0016747
Potri.005G046800	GO:0016747
Potri.005G047600	GO:0004672
Potri.005G047600	GO:0006468
Potri.005G048900	GO:0003676
Potri.005G048900	GO:0004527
Potri.005G048900	GO:0008270
Potri.005G049000	GO:0005506
Potri.005G049100	GO:0006886
Potri.005G049100	GO:0006888
Potri.005G049100	GO:0008270
Potri.005G049100	GO:0030127
Potri.005G049200	GO:0004672
Potri.005G049200	GO:0005515
Potri.005G049200	GO:0006468
Potri.005G049300	GO:0008270
Potri.005G049400	GO:0003735
Potri.005G049400	GO:0005622
Potri.005G049400	GO:0005840
Potri.005G049400	GO:0006412
Potri.005G049600	GO:0005515
Potri.005G049800	GO:0004672
Potri.005G049800	GO:0005524
Potri.005G049800	GO:0006468
Potri.005G050600	GO:0005975
Potri.005G050600	GO:0016853
Potri.005G051200	GO:0003735
Potri.005G051200	GO:0005622
Potri.005G051200	GO:0005840
Potri.005G051200	GO:0006412
Potri.005G051400	GO:0001522
Potri.005G051400	GO:0003723
Potri.005G051400	GO:0009451
Potri.005G051400	GO:0009982
Potri.005G051500	GO:0005515
Potri.005G051600	GO:0004672
Potri.005G051600	GO:0005524
Potri.005G051600	GO:0006468
Potri.005G052000	GO:0004751
Potri.005G052000	GO:0009052
Potri.005G052200	GO:0016747
Potri.005G052700	GO:0000166
Potri.005G052700	GO:0046872
Potri.005G053100	GO:0016788
Potri.005G053200	GO:0003700
Potri.005G053200	GO:0006355
Potri.005G053200	GO:0043565
Potri.005G053400	GO:0008565
Potri.005G053400	GO:0015031
Potri.005G053500	GO:0046983
Potri.005G053700	GO:0001104
Potri.005G053700	GO:0006357
Potri.005G053700	GO:0016592
Potri.005G053800	GO:0005634
Potri.005G053800	GO:0006355
Potri.005G053900	GO:0005634
Potri.005G053900	GO:0006355
Potri.005G054000	GO:0008061
Potri.005G054000	GO:0042742
Potri.005G054000	GO:0050832
Potri.005G054100	GO:0046872
Potri.005G054300	GO:0008061
Potri.005G054400	GO:0046872
Potri.005G054500	GO:0006457
Potri.005G054500	GO:0016272
Potri.005G054500	GO:0051082
Potri.005G054600	GO:0008080
Potri.005G054800	GO:0005515
Potri.005G054900	GO:0008519
Potri.005G054900	GO:0015696
Potri.005G054900	GO:0016020
Potri.005G054900	GO:0072488
Potri.005G055200	GO:0004672
Potri.005G055200	GO:0006468
Potri.005G055300	GO:0003700
Potri.005G055300	GO:0006355
Potri.005G055300	GO:0043565
Potri.005G055400	GO:0003735
Potri.005G055400	GO:0005840
Potri.005G055400	GO:0006412
Potri.005G056000	GO:0003676
Potri.005G056100	GO:0003723
Potri.005G056700	GO:0004672
Potri.005G056700	GO:0005524
Potri.005G056700	GO:0006468
Potri.005G056700	GO:0048544
Potri.005G056800	GO:0004672
Potri.005G056800	GO:0005524
Potri.005G056800	GO:0006468
Potri.005G056800	GO:0048544
Potri.005G056900	GO:0004672
Potri.005G056900	GO:0005524
Potri.005G056900	GO:0006468
Potri.005G057000	GO:0004672
Potri.005G057000	GO:0005524
Potri.005G057000	GO:0006468
Potri.005G057000	GO:0048544
Potri.005G057100	GO:0004672
Potri.005G057100	GO:0006468
Potri.005G057300	GO:0004672
Potri.005G057300	GO:0005524
Potri.005G057300	GO:0006468
Potri.005G057500	GO:0004842
Potri.005G057500	GO:0016567
Potri.005G057600	GO:0005515
Potri.005G057700	GO:0006221
Potri.005G057700	GO:0009041
Potri.005G058000	GO:0005515
Potri.005G058300	GO:0000148
Potri.005G058300	GO:0003843
Potri.005G058300	GO:0006075
Potri.005G058300	GO:0016020
Potri.005G058400	GO:0006662
Potri.005G058400	GO:0015035
Potri.005G058400	GO:0045454
Potri.005G058500	GO:0003712
Potri.005G058500	GO:0005634
Potri.005G058500	GO:0030274
Potri.005G058900	GO:0003677
Potri.005G058900	GO:0006355
Potri.005G059000	GO:0004430
Potri.005G059000	GO:0006661
Potri.005G059000	GO:0016773
Potri.005G059000	GO:0046854
Potri.005G059000	GO:0048015
Potri.005G059100	GO:0004553
Potri.005G059100	GO:0005975
Potri.005G059200	GO:0004553
Potri.005G059200	GO:0005975
Potri.005G059300	GO:0004672
Potri.005G059300	GO:0005524
Potri.005G059300	GO:0006468
Potri.005G059400	GO:0004553
Potri.005G059400	GO:0005975
Potri.005G059500	GO:0004553
Potri.005G059500	GO:0005975
Potri.005G059700	GO:0006281
Potri.005G059700	GO:0006310
Potri.005G059700	GO:0009378
Potri.005G060000	GO:0008270
Potri.005G060000	GO:0016491
Potri.005G060000	GO:0055114
Potri.005G060100	GO:0004185
Potri.005G060100	GO:0006508
Potri.005G060200	GO:0008270
Potri.005G060200	GO:0016491
Potri.005G060200	GO:0055114
Potri.005G060300	GO:0008270
Potri.005G060300	GO:0016491
Potri.005G060300	GO:0055114
Potri.005G060900	GO:0046983
Potri.005G061000	GO:0005515
Potri.005G061400	GO:0000439
Potri.005G061400	GO:0006289
Potri.005G061400	GO:0006351
Potri.005G061500	GO:0004857
Potri.005G061500	GO:0005618
Potri.005G061500	GO:0030599
Potri.005G061500	GO:0042545
Potri.005G061600	GO:0016757
Potri.005G061700	GO:0003735
Potri.005G061700	GO:0005622
Potri.005G061700	GO:0005840
Potri.005G061700	GO:0006412
Potri.005G061900	GO:0043531
Potri.005G062000	GO:0043531
Potri.005G062100	GO:0005515
Potri.005G062100	GO:0008270
Potri.005G062300	GO:0043531
Potri.005G062400	GO:0005515
Potri.005G062400	GO:0008270
Potri.005G062500	GO:0004672
Potri.005G062500	GO:0005524
Potri.005G062500	GO:0006468
Potri.005G062600	GO:0043531
Potri.005G062700	GO:0005515
Potri.005G062700	GO:0007165
Potri.005G062800	GO:0005524
Potri.005G062800	GO:0016887
Potri.005G063000	GO:0004190
Potri.005G063000	GO:0006508
Potri.005G063300	GO:0005516
Potri.005G063300	GO:0009522
Potri.005G063300	GO:0015979
Potri.005G063300	GO:0042651
Potri.005G063500	GO:0005525
Potri.005G063900	GO:0046854
Potri.005G064000	GO:0008152
Potri.005G064000	GO:0016624
Potri.005G064100	GO:0003677
Potri.005G064100	GO:0006355
Potri.005G064300	GO:0005524
Potri.005G064300	GO:0016020
Potri.005G064300	GO:0016887
Potri.005G064400	GO:0005506
Potri.005G064400	GO:0016705
Potri.005G064400	GO:0020037
Potri.005G064400	GO:0055114
Potri.005G065200	GO:0008168
Potri.005G065400	GO:0016491
Potri.005G065400	GO:0055114
Potri.005G065800	GO:0000166
Potri.005G065800	GO:0003677
Potri.005G065800	GO:0008408
Potri.005G066100	GO:0003700
Potri.005G066100	GO:0006355
Potri.005G066100	GO:0008270
Potri.005G066100	GO:0043565
Potri.005G066200	GO:0008152
Potri.005G066200	GO:0008168
Potri.005G066300	GO:0008033
Potri.005G066300	GO:0050660
Potri.005G066600	GO:0003677
Potri.005G066600	GO:0005524
Potri.005G066600	GO:0016787
Potri.005G067000	GO:0004672
Potri.005G067000	GO:0005524
Potri.005G067000	GO:0006468
Potri.005G067000	GO:0006950
Potri.005G067100	GO:0003677
Potri.005G067100	GO:0003916
Potri.005G067100	GO:0003917
Potri.005G067100	GO:0005694
Potri.005G067100	GO:0006265
Potri.005G067100	GO:0008270
Potri.005G067200	GO:0004252
Potri.005G067200	GO:0006508
Potri.005G067300	GO:0005515
Potri.005G067500	GO:0008152
Potri.005G067500	GO:0008168
Potri.005G067600	GO:0003899
Potri.005G067600	GO:0006351
Potri.005G067700	GO:0007034
Potri.005G068000	GO:0004672
Potri.005G068000	GO:0005524
Potri.005G068000	GO:0006468
Potri.005G068400	GO:0070403
Potri.005G068500	GO:0005509
Potri.005G068500	GO:0009523
Potri.005G068500	GO:0009654
Potri.005G068500	GO:0015979
Potri.005G068500	GO:0019898
Potri.005G068600	GO:0003333
Potri.005G068600	GO:0015171
Potri.005G068600	GO:0016020
Potri.005G068700	GO:0006629
Potri.005G069000	GO:0004553
Potri.005G069000	GO:0005975
Potri.005G069200	GO:0004553
Potri.005G069200	GO:0004565
Potri.005G069200	GO:0005975
Potri.005G069200	GO:0009341
Potri.005G069500	GO:0003677
Potri.005G069500	GO:0006355
Potri.005G069600	GO:0004190
Potri.005G069600	GO:0006508
Potri.005G069700	GO:0000786
Potri.005G069700	GO:0003677
Potri.005G069700	GO:0005634
Potri.005G069700	GO:0006334
Potri.005G069800	GO:0008152
Potri.005G069800	GO:0016491
Potri.005G069800	GO:0055114
Potri.005G070100	GO:0008270
Potri.005G070300	GO:0016884
Potri.005G070500	GO:0005515
Potri.005G070900	GO:0004143
Potri.005G070900	GO:0007205
Potri.005G070900	GO:0016301
Potri.005G070900	GO:0035556
Potri.005G071100	GO:0046983
Potri.005G071300	GO:0005515
Potri.005G071300	GO:0008270
Potri.005G071500	GO:0003676
Potri.005G071500	GO:0004386
Potri.005G071500	GO:0005524
Potri.005G071500	GO:0046872
Potri.005G071600	GO:0003935
Potri.005G071600	GO:0008686
Potri.005G071600	GO:0009231
Potri.005G071900	GO:0003677
Potri.005G071900	GO:0003700
Potri.005G071900	GO:0006355
Potri.005G071900	GO:0043565
Potri.005G072200	GO:0003714
Potri.005G072200	GO:0006351
Potri.005G072300	GO:0000786
Potri.005G072300	GO:0003677
Potri.005G072600	GO:0004672
Potri.005G072600	GO:0005524
Potri.005G072600	GO:0006468
Potri.005G072700	GO:0003735
Potri.005G072700	GO:0005622
Potri.005G072700	GO:0005840
Potri.005G072700	GO:0006412
Potri.005G072800	GO:0004601
Potri.005G072800	GO:0006979
Potri.005G072800	GO:0020037
Potri.005G072800	GO:0055114
Potri.005G073000	GO:0005525
Potri.005G073100	GO:0005524
Potri.005G073100	GO:0016020
Potri.005G073100	GO:0016887
Potri.005G073200	GO:0003676
Potri.005G073300	GO:0003849
Potri.005G073300	GO:0009073
Potri.005G073400	GO:0016021
Potri.005G073400	GO:0055085
Potri.005G073800	GO:0008152
Potri.005G073800	GO:0016758
Potri.005G073900	GO:0031072
Potri.005G073900	GO:0051082
Potri.005G074200	GO:0004672
Potri.005G074200	GO:0005515
Potri.005G074200	GO:0005524
Potri.005G074200	GO:0006468
Potri.005G074400	GO:0005515
Potri.005G074700	GO:0007023
Potri.005G074900	GO:0016579
Potri.005G074900	GO:0036459
Potri.005G075100	GO:0003677
Potri.005G075100	GO:0005515
Potri.005G075100	GO:0005634
Potri.005G075300	GO:0005525
Potri.005G075500	GO:0003735
Potri.005G075500	GO:0005840
Potri.005G075500	GO:0006412
Potri.005G075600	GO:0000139
Potri.005G075600	GO:0005351
Potri.005G075600	GO:0008643
Potri.005G075600	GO:0016021
Potri.005G075700	GO:0004066
Potri.005G075700	GO:0006529
Potri.005G075900	GO:0005509
Potri.005G075900	GO:0005544
Potri.005G076100	GO:0005515
Potri.005G076200	GO:0005524
Potri.005G076200	GO:0006810
Potri.005G076200	GO:0016021
Potri.005G076200	GO:0016887
Potri.005G076200	GO:0042626
Potri.005G076200	GO:0055085
Potri.005G076900	GO:0005515
Potri.005G077000	GO:0005515
Potri.005G077200	GO:0003824
Potri.005G077200	GO:0005992
Potri.005G077300	GO:0003700
Potri.005G077300	GO:0006355
Potri.005G077500	GO:0016787
Potri.005G077600	GO:0003995
Potri.005G077600	GO:0003997
Potri.005G077600	GO:0005777
Potri.005G077600	GO:0006635
Potri.005G077600	GO:0016627
Potri.005G077600	GO:0055114
Potri.005G078100	GO:0004619
Potri.005G078100	GO:0006096
Potri.005G078100	GO:0016868
Potri.005G078400	GO:0005515
Potri.005G078500	GO:0004553
Potri.005G078500	GO:0005975
Potri.005G078500	GO:0007015
Potri.005G078500	GO:0051015
Potri.005G078700	GO:0004512
Potri.005G078700	GO:0006021
Potri.005G078700	GO:0008654
Potri.005G079000	GO:0008271
Potri.005G079000	GO:0008272
Potri.005G079000	GO:0015116
Potri.005G079000	GO:0016020
Potri.005G079000	GO:0016021
Potri.005G079000	GO:0055085
Potri.005G079200	GO:0009058
Potri.005G079200	GO:0030170
Potri.005G079400	GO:0005507
Potri.005G079400	GO:0016491
Potri.005G079400	GO:0055114
Potri.005G079600	GO:0005506
Potri.005G079600	GO:0016705
Potri.005G079600	GO:0020037
Potri.005G079600	GO:0055114
Potri.005G079700	GO:0006457
Potri.005G079800	GO:0030001
Potri.005G079800	GO:0046872
Potri.005G079900	GO:0004190
Potri.005G079900	GO:0006508
Potri.005G080000	GO:0004672
Potri.005G080000	GO:0006468
Potri.005G080100	GO:0005515
Potri.005G080700	GO:0003735
Potri.005G080700	GO:0005622
Potri.005G080700	GO:0005840
Potri.005G080700	GO:0006412
Potri.005G081200	GO:0005515
Potri.005G081200	GO:0008270
Potri.005G081300	GO:0005515
Potri.005G081300	GO:0008270
Potri.005G081500	GO:0008270
Potri.005G081600	GO:0003676
Potri.005G082000	GO:0003700
Potri.005G082000	GO:0006351
Potri.005G082000	GO:0006355
Potri.005G082000	GO:0043565
Potri.005G082100	GO:0008483
Potri.005G082100	GO:0030170
Potri.005G082200	GO:0004672
Potri.005G082200	GO:0004674
Potri.005G082200	GO:0006468
Potri.005G082600	GO:0003735
Potri.005G082600	GO:0006412
Potri.005G082600	GO:0015934
Potri.005G082700	GO:0003677
Potri.005G082700	GO:0006355
Potri.005G082800	GO:0003840
Potri.005G082800	GO:0006749
Potri.005G083000	GO:0004672
Potri.005G083000	GO:0005515
Potri.005G083000	GO:0005524
Potri.005G083000	GO:0006468
Potri.005G083100	GO:0003824
Potri.005G083100	GO:0003852
Potri.005G083100	GO:0009098
Potri.005G083300	GO:0004672
Potri.005G083300	GO:0005515
Potri.005G083300	GO:0005524
Potri.005G083300	GO:0006468
Potri.005G083800	GO:0000151
Potri.005G083800	GO:0005515
Potri.005G083800	GO:0006511
Potri.005G083800	GO:0016567
Potri.005G083800	GO:0034450
Potri.005G084500	GO:0005506
Potri.005G084500	GO:0016705
Potri.005G084500	GO:0020037
Potri.005G084500	GO:0055114
Potri.005G084800	GO:0005524
Potri.005G084800	GO:0016887
Potri.005G084900	GO:0003899
Potri.005G084900	GO:0006351
Potri.005G085100	GO:0005525
Potri.005G085100	GO:0007264
Potri.005G085200	GO:0003700
Potri.005G085200	GO:0006355
Potri.005G085200	GO:0043565
Potri.005G085300	GO:0005525
Potri.005G085600	GO:0008080
Potri.005G086200	GO:0003824
Potri.005G086200	GO:0009107
Potri.005G086200	GO:0016992
Potri.005G086200	GO:0051536
Potri.005G086200	GO:0051539
Potri.005G086400	GO:0003700
Potri.005G086400	GO:0006355
Potri.005G086400	GO:0043565
Potri.005G086500	GO:0004672
Potri.005G086500	GO:0005515
Potri.005G086500	GO:0005524
Potri.005G086500	GO:0006468
Potri.005G086900	GO:0004672
Potri.005G086900	GO:0005524
Potri.005G086900	GO:0006468
Potri.005G087100	GO:0005515
Potri.005G087200	GO:0003700
Potri.005G087200	GO:0006355
Potri.005G087300	GO:0004748
Potri.005G087300	GO:0005524
Potri.005G087300	GO:0006260
Potri.005G087300	GO:0055114
Potri.005G087500	GO:0016020
Potri.005G087500	GO:0016760
Potri.005G087500	GO:0030244
Potri.005G087600	GO:0005509
Potri.005G087900	GO:0000166
Potri.005G087900	GO:0004812
Potri.005G087900	GO:0004832
Potri.005G087900	GO:0005524
Potri.005G087900	GO:0006418
Potri.005G087900	GO:0006438
Potri.005G088600	GO:0006508
Potri.005G088600	GO:0008234
Potri.005G089100	GO:0006508
Potri.005G089100	GO:0008234
Potri.005G089200	GO:0003774
Potri.005G089200	GO:0005515
Potri.005G089200	GO:0005524
Potri.005G089200	GO:0016459
Potri.005G089300	GO:0004601
Potri.005G089300	GO:0006979
Potri.005G089300	GO:0020037
Potri.005G089300	GO:0055114
Potri.005G089400	GO:0004601
Potri.005G089400	GO:0006979
Potri.005G089400	GO:0020037
Potri.005G089400	GO:0055114
Potri.005G089500	GO:0004671
Potri.005G089500	GO:0006481
Potri.005G089500	GO:0016021
Potri.005G089600	GO:0004784
Potri.005G089600	GO:0006801
Potri.005G089600	GO:0046872
Potri.005G089600	GO:0055114
Potri.005G089700	GO:0005737
Potri.005G089700	GO:0016627
Potri.005G089700	GO:0055114
Potri.005G090500	GO:0005515
Potri.005G090500	GO:0008270
Potri.005G090700	GO:0016021
Potri.005G090700	GO:0055085
Potri.005G090800	GO:0005515
Potri.005G090800	GO:0008270
Potri.005G091100	GO:0003677
Potri.005G091100	GO:0003700
Potri.005G091100	GO:0005634
Potri.005G091100	GO:0006355
Potri.005G091100	GO:0046983
Potri.005G091400	GO:0003824
Potri.005G091400	GO:0008152
Potri.005G091400	GO:0048037
Potri.005G091600	GO:0004418
Potri.005G091600	GO:0033014
Potri.005G091700	GO:0004185
Potri.005G091700	GO:0006508
Potri.005G091800	GO:0004185
Potri.005G091800	GO:0006508
Potri.005G092200	GO:0005506
Potri.005G092200	GO:0016705
Potri.005G092200	GO:0020037
Potri.005G092200	GO:0055114
Potri.005G092500	GO:0003735
Potri.005G092500	GO:0005622
Potri.005G092500	GO:0005840
Potri.005G092500	GO:0006412
Potri.005G092900	GO:0006508
Potri.005G092900	GO:0008236
Potri.005G092900	GO:0016020
Potri.005G093100	GO:0003676
Potri.005G093200	GO:0004356
Potri.005G093200	GO:0006542
Potri.005G093200	GO:0006807
Potri.005G093300	GO:0005524
Potri.005G093600	GO:0004659
Potri.005G093600	GO:0016021
Potri.005G093700	GO:0004659
Potri.005G093700	GO:0016021
Potri.005G093800	GO:0055085
Potri.005G093900	GO:0003676
Potri.005G093900	GO:0005524
Potri.005G094200	GO:0004672
Potri.005G094200	GO:0005524
Potri.005G094200	GO:0006468
Potri.005G094300	GO:0000166
Potri.005G094300	GO:0003676
Potri.005G094300	GO:0004813
Potri.005G094300	GO:0005524
Potri.005G094300	GO:0006419
Potri.005G094300	GO:0016876
Potri.005G094300	GO:0043039
Potri.005G094400	GO:0000166
Potri.005G094400	GO:0004812
Potri.005G094400	GO:0004828
Potri.005G094400	GO:0005524
Potri.005G094400	GO:0005737
Potri.005G094400	GO:0006418
Potri.005G094400	GO:0006434
Potri.005G094500	GO:0005506
Potri.005G094500	GO:0016705
Potri.005G094500	GO:0020037
Potri.005G094500	GO:0055114
Potri.005G094600	GO:0003723
Potri.005G094600	GO:0005515
Potri.005G094600	GO:0006396
Potri.005G094800	GO:0006511
Potri.005G095200	GO:0004672
Potri.005G095200	GO:0005515
Potri.005G095200	GO:0006468
Potri.005G095400	GO:0046983
Potri.005G095500	GO:0000287
Potri.005G095500	GO:0008152
Potri.005G095500	GO:0010333
Potri.005G095500	GO:0016829
Potri.005G095600	GO:0004190
Potri.005G095600	GO:0006508
Potri.005G095800	GO:0008483
Potri.005G095800	GO:0030170
Potri.005G095900	GO:0015079
Potri.005G095900	GO:0016020
Potri.005G095900	GO:0071805
Potri.005G096400	GO:0009733
Potri.005G096700	GO:0005515
Potri.005G097400	GO:0000079
Potri.005G097400	GO:0006355
Potri.005G097400	GO:0019901
Potri.005G097500	GO:0000413
Potri.005G097500	GO:0003676
Potri.005G097500	GO:0003755
Potri.005G097500	GO:0006457
Potri.005G097500	GO:0008270
Potri.005G097600	GO:0016021
Potri.005G097600	GO:0022857
Potri.005G097700	GO:0005515
Potri.005G097900	GO:0016491
Potri.005G097900	GO:0055114
Potri.005G098000	GO:0003677
Potri.005G098000	GO:0006355
Potri.005G098100	GO:0005525
Potri.005G098200	GO:0003677
Potri.005G098200	GO:0006355
Potri.005G098600	GO:0005515
Potri.005G098700	GO:0042256
Potri.005G098700	GO:0043022
Potri.005G098900	GO:0016021
Potri.005G098900	GO:0022857
Potri.005G098900	GO:0055085
Potri.005G099000	GO:0005515
Potri.005G099000	GO:0008270
Potri.005G099200	GO:0006952
Potri.005G099200	GO:0016021
Potri.005G099300	GO:0016021
Potri.005G099300	GO:0055085
Potri.005G099500	GO:0003824
Potri.005G099500	GO:0008152
Potri.005G099600	GO:0000287
Potri.005G099600	GO:0016616
Potri.005G099600	GO:0051287
Potri.005G099600	GO:0055114
Potri.005G099700	GO:0005737
Potri.005G099700	GO:0006535
Potri.005G099700	GO:0009001
Potri.005G099800	GO:0000042
Potri.005G099800	GO:0005515
Potri.005G100000	GO:0005634
Potri.005G100100	GO:0003723
Potri.005G100100	GO:0006396
Potri.005G100100	GO:0016779
Potri.005G100200	GO:0005515
Potri.005G100400	GO:0004096
Potri.005G100400	GO:0006979
Potri.005G100400	GO:0020037
Potri.005G100400	GO:0055114
Potri.005G100500	GO:0042578
Potri.005G100500	GO:0052866
Potri.005G100800	GO:0016765
Potri.005G100900	GO:0004672
Potri.005G100900	GO:0006468
Potri.005G101300	GO:0071816
Potri.005G101500	GO:0098519
Potri.005G101800	GO:0003677
Potri.005G101900	GO:0005524
Potri.005G101900	GO:0006298
Potri.005G101900	GO:0007131
Potri.005G101900	GO:0030983
Potri.005G101900	GO:0032300
Potri.005G102100	GO:0004672
Potri.005G102100	GO:0005524
Potri.005G102100	GO:0006468
Potri.005G102200	GO:0005509
Potri.005G102500	GO:0003824
Potri.005G102500	GO:0004722
Potri.005G102500	GO:0006470
Potri.005G102600	GO:0004970
Potri.005G102600	GO:0016020
Potri.005G102700	GO:0004970
Potri.005G102700	GO:0005234
Potri.005G102700	GO:0016020
Potri.005G102800	GO:0006855
Potri.005G102800	GO:0015238
Potri.005G102800	GO:0015297
Potri.005G102800	GO:0016020
Potri.005G102800	GO:0055085
Potri.005G102900	GO:0003824
Potri.005G102900	GO:0008152
Potri.005G103100	GO:0003824
Potri.005G103100	GO:0008152
Potri.005G103200	GO:0003677
Potri.005G103200	GO:0006355
Potri.005G103900	GO:0008270
Potri.005G104000	GO:0016788
Potri.005G104100	GO:0005515
Potri.005G104700	GO:0008270
Potri.005G104800	GO:0008270
Potri.005G104900	GO:0016788
Potri.005G105200	GO:0005515
Potri.005G105600	GO:0003824
Potri.005G105600	GO:0005515
Potri.005G105700	GO:0003676
Potri.005G105900	GO:0004518
Potri.005G105900	GO:0005515
Potri.005G106000	GO:0008519
Potri.005G106000	GO:0015696
Potri.005G106000	GO:0016020
Potri.005G106000	GO:0072488
Potri.005G106200	GO:0004672
Potri.005G106200	GO:0006468
Potri.005G106300	GO:0005515
Potri.005G107400	GO:0003676
Potri.005G107400	GO:0005524
Potri.005G107600	GO:0003677
Potri.005G107600	GO:0003899
Potri.005G107600	GO:0005665
Potri.005G107600	GO:0006351
Potri.005G107600	GO:0006366
Potri.005G108000	GO:0016491
Potri.005G108000	GO:0055114
Potri.005G108100	GO:0008152
Potri.005G108200	GO:0005515
Potri.005G108200	GO:0008270
Potri.005G108300	GO:0004672
Potri.005G108300	GO:0006468
Potri.005G108500	GO:0003824
Potri.005G108500	GO:0004722
Potri.005G108500	GO:0006470
Potri.005G108600	GO:0016020
Potri.005G108700	GO:0004190
Potri.005G108700	GO:0006508
Potri.005G108800	GO:0005634
Potri.005G108900	GO:0004601
Potri.005G108900	GO:0006979
Potri.005G108900	GO:0020037
Potri.005G108900	GO:0055114
Potri.005G109200	GO:0005215
Potri.005G109200	GO:0006810
Potri.005G109200	GO:0016020
Potri.005G109300	GO:0005215
Potri.005G109300	GO:0006810
Potri.005G109300	GO:0016020
Potri.005G109600	GO:0005515
Potri.005G109600	GO:0008270
Potri.005G109700	GO:0005515
Potri.005G109900	GO:0006511
Potri.005G110300	GO:0006812
Potri.005G110300	GO:0008324
Potri.005G110300	GO:0016021
Potri.005G110300	GO:0055085
Potri.005G110400	GO:0030001
Potri.005G110400	GO:0046872
Potri.005G110500	GO:0005515
Potri.005G110500	GO:0008270
Potri.005G110600	GO:0008565
Potri.005G110600	GO:0015031
Potri.005G110600	GO:0030904
